,token,v_1,v_2
7537,sandwich,-0.14707866,-1.2450244
7538,hauled,-0.24077612,1.9394234
7539,peacefully,-0.06146677,0.6057677
7540,bidder,0.8419952,0.08592765
7541,progression,-0.14758253,1.5084797
7542,simplify,0.879367,-1.497131
7543,proximity,0.46544462,1.444615
7544,accent,-0.13112253,-0.37865162
7545,soundtrack,-0.14513044,-1.6437451
7546,fulfilled,0.4101615,-1.3086185
7547,locks,-1.6291461,0.06793577
7548,wasting,-0.072476804,1.4399135
7549,gotta,0.8913918,-2.2436998
7550,drained,-0.14155152,0.54860765
7551,paved,-1.5208565,0.2533067
7552,forge,-0.013667345,0.058869097
7553,induced,-0.038310498,-0.06874269
7554,footsteps,0.5558912,1.0706981
7555,appliance,-0.03428723,-1.6499813
7556,anticipating,0.5868326,1.803786
7557,calculate,0.42348114,-0.2559795
7558,coin,-0.18622121,8.11182e-06
7559,preceding,0.30260393,1.5578067
7560,pretend,1.3917258,0.30812386
7561,downstream,-0.13079353,0.21597219
7562,printer,-0.8811457,-1.758226
7563,tandem,-0.46270132,0.23911573
7564,rebuilt,-0.11534226,-0.051543117
7565,protocols,-0.03201687,-0.34940916
7566,marginal,-0.055214968,1.7854295
7567,descent,0.021437269,1.2162689
7568,nets,-0.055045947,1.0417154
7569,hiking,0.32499528,0.7203671
7570,fortnight,-0.016517755,2.2782714
7571,poisoning,0.00493568,1.5704465
7572,outdated,0.21540886,0.13757105
7573,indoors,-0.14335299,0.68779397
7574,commercially,0.14419678,-1.0835861
7575,scouts,1.3396344,0.66059417
7576,satellites,0.08255355,-1.5189856
7577,selective,0.6197089,-0.14582235
7578,dear,0.11795381,1.8561312
7579,scout,1.3164599,0.59938246
7580,motel,-0.24682383,0.61962444
7581,phrases,-0.09711133,-0.37095425
7582,yoga,1.0306375,0.066561565
7583,guiding,-0.15610665,1.1815825
7584,backbone,-0.16444239,1.2134534
7585,dispatch,-0.9342752,0.658864
7586,chefs,-0.13675234,-0.2188168
7587,elephant,-0.14267492,-0.34397748
7588,chaotic,0.95782113,0.9838854
7589,forgive,1.6104759,1.5795188
7590,decreasing,1.1137124,0.1639312
7591,fundamentally,-0.5720751,0.32766122
7592,abundance,-0.037411366,0.13408034
7593,controllers,-0.5635837,-1.8261338
7594,hazardous,-0.004998011,0.87988
7595,granddaughter,1.905781,-0.4885537
7596,surroundings,-0.18597952,0.9174143
7597,contraction,1.3482723,0.33838487
7598,trooper,-0.18383911,1.2667406
7599,envelope,-0.59308726,-0.32970685
7600,bouncing,-0.020048006,2.3815894
7601,stresses,1.6211132,0.640161
7602,slap,-0.13956033,1.192802
7603,flesh,0.6035272,-0.034708574
7604,daunting,0.38587052,2.25964
7605,novels,0.030976731,-0.44169828
7606,reinstated,1.0338805,1.4726449
7607,ash,-0.89237404,0.21433145
7608,brass,1.0008979,-1.2124419
7609,myriad,-0.06714753,0.048348863
7610,motions,-0.05080553,-0.024903739
7611,stumbled,0.15857787,2.0643287
7612,planner,-0.018062364,0.8742624
7613,bargaining,0.95452183,1.045498
7614,palace,-0.3517143,0.083661
7615,pour,-0.16017859,0.65774363
7616,independents,0.006327494,0.785717
7617,accredited,-0.026654672,-0.63430715
7618,commute,0.066001885,2.4497223
7619,clearer,-1.3031504,0.13542123
7620,balancing,1.0125966,1.4303408
7621,scarce,-0.00828884,0.7371044
7622,tropical,-0.14719665,-0.06378613
7623,interstate,-0.1895242,2.1632297
7624,sympathetic,1.8379463,1.287514
7625,realm,0.7756726,0.008221326
7626,inflammation,0.2319463,0.14606504
7627,laboratories,-0.14756803,-0.16069642
7628,pavement,-0.20373923,1.7318308
7629,quantities,-0.0036184671,-0.02633578
7630,remotely,-0.0148573015,-1.4924539
7631,coupons,0.56803006,-1.7881627
7632,dictate,0.35292393,0.37505805
7633,captive,-1.257915,0.6458774
7634,durable,-0.28166136,-1.216416
7635,headaches,0.8794482,1.7999929
7636,gratitude,0.95957094,2.1089017
7637,deleted,-0.09100671,-2.2096343
7638,stoppage,0.609511,1.7088082
7639,convertible,0.0039082537,-1.576155
7640,spouses,1.4550458,0.01783629
7641,orientation,-0.09930842,-0.18218444
7642,accountant,-0.17178363,0.64339525
7643,graders,1.0001404,0.13691509
7644,patches,-0.14521164,-0.4212579
7645,cart,-0.22914828,-0.20088586
7646,triggering,0.70262766,0.6150566
7647,classics,-1.2918298,-0.41744027
7648,farewell,1.64946,-0.09719631
7649,lips,-0.18982768,0.015735073
7650,photographed,-0.019848716,-1.6866384
7651,ropes,-1.309973,0.64974684
7652,eliminates,1.6685957,-0.9913771
7653,marred,0.59087205,1.3230768
7654,acceleration,-0.18683633,-0.6096853
7655,embracing,0.61182904,0.46315423
7656,rightly,0.31666046,2.2834764
7657,rational,0.8979776,1.323267
7658,scrambled,0.6025105,2.1433475
7659,thumbs,-0.20062687,2.3284974
7660,bait,-0.18811502,0.05915085
7661,bugs,-1.0888844,-0.5743992
7662,minerals,-0.16464509,-0.15445936
7663,cardiovascular,-0.08715466,0.030686716
7664,tales,-0.05577925,-0.051574294
7665,conditional,0.6319306,-0.17089221
7666,sensational,0.36617923,1.9833437
7667,setbacks,0.5333993,2.4831772
7668,repeating,0.24043272,1.1816308
7669,conventions,-0.14569515,0.24025834
7670,susceptible,0.23136601,1.7135941
7671,burnt,-0.6284119,0.5852626
7672,sloppy,1.3362297,1.8093375
7673,unanswered,0.0114249,1.9043133
7674,remark,1.5702482,0.2691802
7675,exhibited,-0.097253,0.019064795
7676,pigs,-0.16832635,-0.19324782
7677,metrics,0.15393455,-0.5932157
7678,thrill,1.8716404,0.9853023
7679,charming,1.3428254,0.4459115
7680,buddy,0.5855155,0.94621974
7681,skepticism,2.0141397,1.2570076
7682,adventures,0.06779911,0.07909674
7683,inexpensive,1.7002068,-0.09273246
7684,hints,1.1025261,0.29808637
7685,offender,-1.0851945,0.9025339
7686,complimentary,-0.063895285,-1.186342
7687,respectable,0.469425,1.994081
7688,cans,-0.22216648,-0.41498974
7689,buzzer,-0.0628518,2.633928
7690,vanished,-0.10988421,1.0093333
7691,modifications,0.25854555,-0.41029587
7692,pig,-0.17022896,-0.16575116
7693,terribly,1.6344451,0.78191745
7694,broaden,1.1666163,-0.3216192
7695,withheld,1.3446127,0.23761193
7696,soap,-0.18078475,-0.2045879
7697,suspicions,1.830172,1.017035
7698,rack,-0.28643027,-0.33207792
7699,sincere,0.77979845,1.6869553
7700,supplemental,-0.12140714,-0.79501814
7701,entirety,0.026954949,-0.21942
7702,commentators,0.1321742,1.0936903
7703,similarities,1.0976385,0.85830504
7704,pounding,-0.28098816,2.326668
7705,whereby,-0.1409755,-0.14138834
7706,instructors,-0.1355924,0.6946391
7707,intermediate,-0.16671708,1.6535431
7708,frenzy,1.9474299,0.6019523
7709,ghost,0.6984132,0.10915592
7710,virtue,-0.026183005,0.5152413
7711,thefts,0.5351088,1.149965
7712,uphold,1.5135894,0.033517692
7713,guessing,1.6552355,1.0155408
7714,onboard,-0.16896825,0.4322014
7715,stacked,-0.47315162,0.15294717
7716,progressing,-0.066222414,1.8673818
7717,discoveries,-0.08925949,-0.05365878
7718,wrapping,-0.23486331,0.8903562
7719,illustrate,0.81017214,-0.18977234
7720,wires,-1.9363178,-0.28366825
7721,fills,-0.15494053,0.99282956
7722,mm,-0.8555317,-1.3171533
7723,potatoes,-0.043061208,-1.380116
7724,envisioned,1.9113822,0.81241536
7725,pistol,0.8038526,-0.027111057
7726,satisfactory,-0.022587158,1.6526817
7727,grind,-1.7926679,0.5528339
7728,banquet,-0.0057490095,0.7607705
7729,excludes,0.96705085,-0.18398312
7730,lectures,-0.025507286,-0.02655597
7731,skull,-1.3977313,0.25442478
7732,conflicting,1.1572666,0.24686557
7733,transmitted,0.16612954,-1.9392977
7734,behave,0.94846654,0.45696545
7735,refreshing,1.6664989,0.09630989
7736,cumulative,-0.11001468,1.0411229
7737,hilarious,2.0810883,0.05272286
7738,fool,1.9057844,-0.017075907
7739,incremental,-0.10404963,1.032453
7740,evenings,1.9193612,1.0457796
7741,transporting,-0.26446018,1.4734476
7742,beautifully,-0.009658626,-0.16736458
7743,distributions,-1.8664759,0.21040493
7744,inspirational,0.7229039,1.3507698
7745,admire,1.8746004,1.2926929
7746,faulty,-0.13021757,-0.09422769
7747,pupil,1.7188101,0.40255418
7748,relaxing,0.8807471,1.0873326
7749,gently,-0.16484396,0.23007983
7750,flock,-0.5336311,0.06279446
7751,generals,-0.07844837,0.108435996
7752,unparalleled,0.3147165,-0.011351415
7753,tumors,-0.30939144,-0.052195735
7754,pairing,-0.13087946,1.0777982
7755,wired,-0.3587471,-1.0174402
7756,directs,0.24212818,0.075155675
7757,undermined,0.8834608,0.67040837
7758,negligence,0.081441015,1.8927671
7759,apple,-0.118445136,-0.62566173
7760,hug,-0.055189006,1.2859591
7761,homemade,-0.23049286,-0.28765193
7762,crease,-0.22553186,2.325471
7763,benchmarks,0.45511907,-0.22946686
7764,daytime,1.1580822,0.688192
7765,stressing,1.6352322,0.40341032
7766,downgrade,0.086682834,1.2650845
7767,particles,-2.1165617,-0.31489775
7768,reminding,1.5361973,1.0370455
7769,sedan,-0.39600635,-0.91380495
7770,inserted,-0.1844045,-0.35018006
7771,hugely,1.181208,1.2873232
7772,conglomerate,-0.07819708,-0.090485215
7773,fog,-0.22517738,1.2775395
7774,debating,0.5124323,1.8692439
7775,slides,-0.1587941,1.0783751
7776,gardening,-0.14591804,-0.06643697
7777,deserving,0.24706826,2.4418716
7778,hourly,-0.0068660825,0.3908319
7779,admired,1.8493328,1.292925
7780,rocky,-0.018619906,2.1101172
7781,batted,-0.019109592,2.5619712
7782,wilderness,-0.17579405,0.7636645
7783,lasts,1.7137502,1.3226718
7784,wetlands,-0.16886549,0.11376725
7785,dimensional,-0.06373407,-1.3846055
7786,decreases,1.4000437,0.0012695859
7787,coincidence,1.1382421,1.7682791
7788,prey,1.4770181,0.087948844
7789,determines,1.2486783,-0.003978454
7790,collects,0.19646849,-0.25157636
7791,fade,0.47942019,0.22028777
7792,altitude,-0.5271709,1.6145873
7793,cave,-0.27777758,0.597215
7794,sway,0.16352567,1.4769406
7795,outlines,0.64146894,-0.32237187
7796,spate,-0.11718239,1.4044254
7797,transitional,0.16481516,-0.2681754
7798,lonely,-0.12591973,1.8209243
7799,ax,-1.4208009,0.14735147
7800,symbols,-0.08541736,-0.2588504
7801,scanning,-0.22102843,-1.5788269
7802,updating,0.7431153,-1.6116786
7803,complementary,0.18061218,-1.3100833
7804,homecoming,0.17837176,1.989004
7805,snatched,-0.06531196,1.9686002
7806,brighter,-0.03483439,1.4232625
7807,warmer,0.01792508,2.1007113
7808,landscaping,-0.24625331,-0.10239605
7809,cuisine,-0.07046636,-0.62284815
7810,weary,0.371145,1.8590786
7811,sneak,-0.08230403,1.8777615
7812,skid,-0.07017647,2.4375365
7813,thunderstorms,-0.022094132,2.5926976
7814,composite,-0.28762627,-1.5379026
7815,distances,-0.27415937,1.0145252
7816,informing,1.7101187,0.13780297
7817,circulated,-0.020506563,0.28824407
7818,systematic,-0.08686961,0.29163414
7819,distinguish,0.93761426,-0.41459107
7820,simpler,0.99639904,0.2576828
7821,theories,1.3825096,-0.0013731797
7822,staple,-0.11185541,1.467757
7823,thereafter,-0.90689903,1.4914348
7824,anchored,-0.12890121,-0.11058622
7825,motivate,1.1870189,1.5724547
7826,racked,-0.12045598,1.8235826
7827,rash,-0.11562161,1.4006501
7828,greed,2.191768,0.246222
7829,professionalism,1.3380141,0.98135126
7830,onset,-0.11218634,1.413941
7831,roaming,-1.2876799,0.1300437
7832,passive,0.01823768,-0.017175008
7833,rang,0.033845138,2.1642823
7834,awhile,0.23035382,1.7459972
7835,clout,0.032959905,1.5405221
7836,relegated,-0.033628426,0.45165998
7837,bored,0.7936853,1.6813078
7838,picnic,-0.03160751,0.47160292
7839,routed,-0.17897834,-0.015683211
7840,snapping,-0.057276696,0.39127952
7841,hackers,-0.1538864,-1.5037793
7842,alien,0.025122717,-0.3723119
7843,owing,0.29579622,0.7173387
7844,advocating,0.69398487,1.213001
7845,figuring,0.023007723,1.4101027
7846,inflated,0.2916016,0.35353547
7847,capacities,-0.120007984,-0.27442262
7848,surpass,1.4720243,1.4310274
7849,bred,-0.07398839,0.9352119
7850,fiery,-0.04099164,1.2167213
7851,transcript,0.546793,-0.27547982
7852,refunds,1.1757541,-0.27352956
7853,grader,1.072294,0.08240765
7854,worsened,1.1550633,0.4593512
7855,whip,-0.33731353,1.1043315
7856,coincide,1.1294136,0.2518259
7857,stressful,0.6542028,2.0453234
7858,underwear,-0.23946884,-0.33622432
7859,modes,-1.1739433,-1.1644706
7860,vows,0.44511363,2.0068648
7861,obstruction,-0.041301753,0.17139226
7862,hood,-1.8717637,-0.09564489
7863,belts,-0.76499355,1.7517831
7864,adamant,1.8854278,1.0262307
7865,apples,-0.14118728,-0.62584674
7866,astonishing,1.1327854,1.5992775
7867,spoiled,-0.0936389,1.3423125
7868,colonial,-0.06459687,-0.20870091
7869,dementia,0.34210122,1.110466
7870,descriptions,1.1270891,-0.26965934
7871,escort,-0.11133851,1.4829253
7872,runaway,-1.0371393,1.4548889
7873,deadlines,1.1749336,0.97792584
7874,glorious,0.49749503,1.6570985
7875,aspiring,-0.014322874,0.85864395
7876,freeway,-0.063023195,2.448806
7877,unfairly,0.8247356,0.99655575
7878,coupon,0.5739552,-1.7899718
7879,competes,0.8789819,0.6425154
7880,fared,0.9167115,1.894484
7881,ass,1.2634861,-1.3297538
7882,gadgets,0.04436453,-2.1430957
7883,abundant,-0.050732043,0.30814987
7884,audits,-0.56720006,0.004816345
7885,useless,0.82219994,0.5682582
7886,nailed,-0.29555467,1.9167742
7887,robber,0.81725186,1.1909704
7888,directory,0.06295366,-2.121829
7889,workflow,0.0058184033,-2.080535
7890,safeguards,1.2092494,-0.018616255
7891,creators,-0.057552986,-0.3625071
7892,obscure,-0.014447928,0.07953339
7893,landlords,0.22186412,0.38497683
7894,forwarded,1.3759444,-0.10348354
7895,deteriorated,1.1371341,0.36913878
7896,conceived,0.033072144,-0.8315692
7897,examines,0.6291754,-1.242735
7898,dash,-0.40971297,1.776191
7899,staring,-0.040605325,0.9616724
7900,irregularities,1.0098658,1.8252118
7901,foe,0.4241612,2.327848
7902,silicon,-1.5346826,-1.62306
7903,atomic,-0.19177917,-0.3345375
7904,canvas,-0.4804734,-1.0430201
7905,toes,-0.11915089,1.3260722
7906,footing,-0.7504429,1.8069154
7907,booths,-0.16194342,-0.18123658
7908,upfront,-0.2315279,1.5475923
7909,jerseys,-0.17921655,0.9230316
7910,groceries,-0.005347319,-0.13982415
7911,sadness,1.9524254,1.2797434
7912,socks,-0.20333292,-0.11851019
7913,hesitate,1.2823639,1.464502
7914,creek,-0.3989665,1.6895574
7915,restriction,1.4293131,0.24275005
7916,seldom,1.3706877,0.9029263
7917,knowledgeable,0.575244,0.6197092
7918,shark,-0.19211194,-0.20578821
7919,masks,-0.1381133,-0.29061663
7920,prejudice,1.4262046,0.49683723
7921,unstable,0.33855098,1.2463611
7922,jungle,-0.13430502,-0.08067787
7923,proclaimed,0.5667645,0.052431073
7924,splash,-0.093224056,0.28960642
7925,voltage,-1.9968866,-1.4113868
7926,noticeable,-0.09704424,1.1554967
7927,backwards,0.68753016,1.0590814
7928,continents,0.41350195,-0.12850894
7929,renamed,1.0635281,-0.44030875
7930,bury,-0.32226104,0.59241724
7931,dances,-0.16037357,0.6611973
7932,outset,-0.06622028,1.083344
7933,internally,-0.08413674,-0.1845896
7934,lodging,-0.20547393,0.5722812
7935,possessing,-0.1397995,0.19102529
7936,brake,-1.8325132,0.81566495
7937,reluctance,2.0496964,0.9620005
7938,hangs,-0.16461188,1.9363068
7939,icons,-0.06616497,-0.14366704
7940,waist,-0.58910424,0.35507792
7941,paragraph,-0.084922254,0.54020053
7942,concede,1.6327907,1.1685041
7943,prayed,-0.058306016,1.3514594
7944,objection,0.7542348,1.1915482
7945,explores,0.52769053,-1.2477168
7946,sizable,-0.023341069,1.544792
7947,dumb,2.038753,0.023506263
7948,piles,-0.64147604,0.121341914
7949,beam,-1.2590743,-0.40658805
7950,logs,-0.613928,-0.7049931
7951,bolstered,1.2057552,0.08863317
7952,danced,-0.16614188,1.141503
7953,sadly,1.1027595,1.3652337
7954,tucked,-0.14362158,1.7469902
7955,fifty,1.8458334,0.08971022
7956,boxer,0.20784712,0.91181856
7957,lauded,0.93400884,2.0987554
7958,downloading,0.16475996,-2.330772
7959,fringe,0.15371355,1.0030818
7960,pharmacies,0.8865728,-0.44883078
7961,enhances,1.4131986,-0.9550195
7962,honey,-0.10476181,-0.50801766
7963,boutique,-0.01654342,-0.44269088
7964,comics,0.98362327,-0.6391748
7965,explicit,-0.32514417,-0.015823567
7966,lazy,1.7500854,0.2844148
7967,desperation,0.23384634,1.6336151
7968,fading,0.2751497,0.15756787
7969,memorabilia,-0.17909564,-0.18370318
7970,specially,-0.06651293,-0.079767704
7971,discomfort,1.633793,1.3453437
7972,fugitive,-0.08162911,0.868121
7973,cups,-0.13443804,-0.13473566
7974,shooters,-0.19621399,2.4781358
7975,snaps,-0.13381864,0.048428375
7976,hobby,1.5019381,-0.16766143
7977,sings,-0.86728466,1.1298296
7978,confession,0.050125185,1.2924243
7979,persist,1.2491341,0.64290124
7980,emerges,1.0367258,0.39201984
7981,entertained,0.2645997,1.0260681
7982,lured,0.6135997,1.1362761
7983,feasible,1.3508923,0.88561213
7984,reversing,0.86158806,1.8200151
7985,cousins,1.6117675,-0.13168176
7986,maneuver,-0.82629526,0.99905986
7987,god,0.9383766,-0.3723244
7988,syndrome,0.84132046,1.0867188
7989,ignorance,2.1081636,0.56297755
7990,assemble,-0.10670606,-0.14915782
7991,tearing,-0.9332735,0.799499
7992,electronically,0.07893713,-1.8172047
7993,erase,0.020450648,0.44965953
7994,restricting,1.2859155,0.39994478
7995,thief,0.36272997,1.1028985
7996,readily,0.8328607,0.89448875
7997,oven,-0.46752572,-1.0892725
7998,cocktail,-0.098500825,0.020425066
7999,disadvantage,1.5519408,1.4436449
8000,biography,0.52307093,-0.33304614
8001,ritual,-0.14836876,0.23887612
8002,spree,-0.15400895,1.1174507
8003,synthetic,-0.1642976,-0.22367644
8004,nursery,-0.08194143,0.05247638
8005,trek,-0.14941832,1.9362738
8006,filters,-1.7847527,-0.24406043
8007,reasoning,1.2460093,0.17505954
8008,bundled,-0.16767296,-0.36689022
8009,grill,-0.5644381,-0.4965406
8010,boosts,1.5802189,-0.37650973
8011,poorer,0.007807941,1.2904153
8012,depleted,-0.03587909,0.51693624
8013,abruptly,-0.16580197,2.0271978
8014,foam,-0.92551684,-1.2650218
8015,avert,1.4384737,0.23529913
8016,harmed,0.020507643,1.4193424
8017,pins,-1.1960138,1.4005919
8018,awaited,0.08133362,2.5201445
8019,sped,-0.07922146,2.2984235
8020,inland,0.09750111,2.1126845
8021,treasure,-0.14477065,0.11266172
8022,bend,-0.6293467,1.6901374
8023,disclosures,0.6934618,-0.13410594
8024,weakest,0.4449151,2.2226727
8025,polite,1.5568143,1.6518534
8026,carnival,-0.12264587,0.8362483
8027,rob,-0.08201842,1.8201313
8028,inconvenience,0.38863447,2.2956324
8029,departing,0.06568901,2.228829
8030,escalated,0.7883879,0.73848796
8031,rats,-0.12886484,-0.3387335
8032,conspiring,0.14117692,0.77137965
8033,traction,0.009423857,-1.3897626
8034,ironic,1.7162527,1.081224
8035,torch,-0.15895611,0.27023724
8036,soar,1.0523651,0.93100584
8037,administer,0.53335994,-0.108757585
8038,opting,2.1740584,0.26830754
8039,scratched,-0.8355093,0.4916585
8040,fractured,-0.5073509,1.3894554
8041,plastics,-0.68645996,-1.1457957
8042,preschool,1.6163023,0.11770475
8043,rip,-0.4975246,0.90122175
8044,brawl,0.11004196,2.207132
8045,champagne,-0.107730106,0.75773025
8046,makeshift,-0.49621093,0.88541174
8047,abusing,-0.028576035,0.42412373
8048,bombed,-0.07801267,1.3847541
8049,supplements,0.3933711,-0.016508747
8050,crowned,0.56969035,0.7686826
8051,compensated,0.31413075,0.12083275
8052,patriotic,0.07717584,0.3198286
8053,terminate,1.3348897,-0.057533205
8054,implies,1.1104343,0.2116935
8055,makeover,0.15235199,0.8947228
8056,vein,-1.502598,1.1218377
8057,lion,-0.5054748,-0.049490727
8058,hey,1.0049098,-1.8933457
8059,mins,0.2834481,-2.457964
8060,motives,0.91049874,1.4617397
8061,bundle,-0.1860172,-0.30820134
8062,bogus,0.3917235,-0.06529996
8063,litter,-0.14458592,-0.07151342
8064,seas,-0.12862447,0.20936875
8065,despair,1.1055181,1.1500574
8066,illustrates,1.1593757,-0.25778922
8067,capitalism,1.6839645,0.107129656
8068,bumped,-0.26593256,2.0324342
8069,inexperienced,0.27531683,1.8891854
8070,frontier,-0.1349214,0.08453706
8071,fifteen,1.9183307,0.10762947
8072,dwindling,0.039956912,0.4285206
8073,illustrated,0.44963354,-0.18810001
8074,deposited,-0.1561117,0.31383646
8075,diary,0.4478007,0.6299382
8076,stabilizing,1.0128883,-0.045003325
8077,explicitly,-0.6740885,0.23183261
8078,fumbled,-0.012407317,2.5526605
8079,sting,0.18343371,0.42935887
8080,standardized,0.54796845,-0.5656157
8081,reap,0.0091658095,2.1136792
8082,manipulation,-0.024179056,-0.19435886
8083,gatherings,-0.1530325,0.73260826
8084,slips,-0.06967598,1.1494328
8085,baggage,-0.14547251,-0.045254335
8086,sunk,-0.098621555,1.6063287
8087,fences,-0.22171201,0.78698206
8088,embarked,0.0017098831,2.0913677
8089,spying,0.04516277,-0.07514246
8090,emphasizes,1.5431559,0.02660109
8091,jockey,-0.09092854,2.108894
8092,regulating,0.4837924,-0.12545395
8093,hallway,-0.43096998,0.9254934
8094,inject,0.030652484,0.20076023
8095,gentleman,0.14311205,1.7338595
8096,conserve,-0.050788373,-0.18700728
8097,airs,0.80727273,-0.42048156
8098,richer,-0.09150403,0.88368607
8099,porch,-0.31158322,0.7909416
8100,icy,-0.14421824,1.950203
8101,vacations,0.62190545,0.7129425
8102,variation,0.1829075,-0.23987287
8103,pleas,-0.05305332,0.9680531
8104,ashamed,1.9484661,1.444411
8105,rubbish,-0.106449224,-0.091206715
8106,tilt,-0.11131379,0.8674
8107,elevator,-1.4678032,0.3650352
8108,roofs,-0.5468148,-0.011095957
8109,mg,0.17015049,-1.6343658
8110,disturbed,1.7004818,1.7239021
8111,undecided,1.3672605,1.9453444
8112,civilization,-0.05296229,0.13021062
8113,interoperability,0.088612735,-1.891144
8114,emphasizing,1.519468,0.20468234
8115,subscriptions,0.6689697,-2.069461
8116,tempted,1.5162795,1.2398286
8117,exporting,0.5092379,-0.2702338
8118,refugee,0.024394283,1.0370797
8119,counters,1.1788641,1.9473819
8120,geography,-0.3999398,1.5014676
8121,earthquakes,-0.14737864,1.2255183
8122,tremendously,1.1481763,1.3473135
8123,stature,0.043861475,1.9305124
8124,vault,-0.12992373,1.3016701
8125,frightened,1.8086395,1.5722706
8126,suites,-0.0823231,-0.3256131
8127,stemmed,1.6362369,0.20756635
8128,renting,-0.07834159,0.67476636
8129,legends,1.2367986,1.3045341
8130,sustaining,-0.051874265,1.1542615
8131,blunt,0.56707454,0.48105595
8132,tiger,-0.18022218,-0.3624317
8133,misuse,0.89403397,0.1408244
8134,hears,1.0443698,1.7125204
8135,fearful,1.7507446,1.5264058
8136,critically,0.07878749,1.4824874
8137,intimidated,1.4528749,1.5455562
8138,modeled,0.9282459,0.014086336
8139,drowning,0.30018693,0.41506237
8140,reclaim,0.7808022,1.6760056
8141,quartet,-0.3584193,2.0528634
8142,sin,-0.43532574,-0.78905773
8143,menus,0.048232146,-1.5974035
8144,unused,1.3371041,1.6074611
8145,discouraged,1.493163,1.0464875
8146,spans,0.022676568,-0.00036348822
8147,dimensions,-0.57649726,-0.57868606
8148,insects,-0.24318981,-0.2912155
8149,perspectives,0.9571292,0.059412375
8150,sorted,0.09116412,0.7379077
8151,escalation,0.9487996,0.15554331
8152,intimidating,1.2730786,1.4686029
8153,obsession,1.4669166,0.33384535
8154,popping,-0.13081634,0.8140719
8155,tabloid,0.15665923,0.6663495
8156,snack,-0.1117083,-0.38326734
8157,recovers,0.89542633,1.477381
8158,succeeds,1.5407981,0.25695726
8159,candles,-0.19598144,-0.2077857
8160,harness,-0.14375086,-0.23558134
8161,offended,2.244292,0.8117019
8162,printers,-0.8872755,-1.7943449
8163,gameplay,-0.055181026,-2.4475913
8164,unreasonable,1.1690513,1.1041144
8165,utterly,1.3216127,0.8442921
8166,compelled,1.3424572,0.8629494
8167,tornadoes,0.032445207,2.2146988
8168,developmental,-0.15032375,0.083162695
8169,scales,-0.037027083,-0.97222507
8170,wildfires,-0.18265964,0.86882436
8171,fours,-0.026190646,2.6258447
8172,rests,0.49911013,0.76448137
8173,geared,-0.01983324,1.0016309
8174,delete,-0.17026374,-2.2571108
8175,separating,-0.6702928,0.9400424
8176,screamed,0.22058585,1.2659764
8177,lag,1.209051,1.3211228
8178,recess,2.3087106,0.24327518
8179,customary,1.3174314,0.39916244
8180,punching,-0.097731635,2.1667328
8181,observer,-0.107944034,1.7316762
8182,cheapest,1.989389,-0.027925579
8183,videotape,0.0022217084,-1.3749897
8184,observing,-0.06523113,0.96387315
8185,validation,-0.0421385,-0.4261964
8186,mailing,0.4258496,-1.1349225
8187,surgeons,-0.1715474,1.2333225
8188,invention,-0.108882934,-0.25951886
8189,biased,1.2115068,0.5679153
8190,outlining,0.5295892,-0.26682258
8191,automobiles,-0.3490092,-0.045004923
8192,chess,-0.14254174,-0.28069505
8193,stricter,0.81842643,1.2905473
8194,interpret,-0.26689553,-0.051334977
8195,sour,0.30991828,0.57527804
8196,towel,-0.20809682,-0.17112158
8197,intuitive,1.2977607,-1.1258142
8198,accessory,-0.019699708,-1.6527652
8199,spine,-1.1384578,0.287393
8200,muster,0.13393596,1.1544538
8201,gestures,-0.11724887,0.36989588
8202,curtain,-0.33156148,0.09650251
8203,perfection,1.3070977,0.901138
8204,pepper,-0.023403136,-1.661797
8205,sunlight,-0.28184152,0.04709054
8206,dubious,0.29395926,1.2230672
8207,texts,-0.17387931,-0.51230115
8208,workload,-0.5642722,1.747921
8209,expiration,2.1338346,0.6749182
8210,republic,-0.019862752,0.06889712
8211,repairing,-0.19518495,-0.2771376
8212,boil,-1.5759223,0.22378851
8213,revamp,0.3469122,-0.078544855
8214,convergence,-0.009904058,-1.6064013
8215,textbooks,-0.047726523,-0.38227236
8216,warranted,0.24045366,2.2880554
8217,expressions,-0.9716523,1.7811911
8218,endurance,-0.027380886,2.3059614
8219,lockout,0.33262885,1.473166
8220,widen,0.66371405,-0.006242216
8221,matchups,0.27408665,2.6659007
8222,embark,-0.02125111,2.082937
8223,shout,0.4005378,0.3206145
8224,hid,-0.2718497,-0.04671681
8225,educator,0.35439852,0.17888403
8226,domination,0.8055415,0.9111639
8227,applaud,1.2516568,2.03503
8228,bricks,-0.7515196,-0.054342255
8229,meth,0.70640683,-0.0099374205
8230,ore,-0.16924313,-0.37265092
8231,align,1.0124152,-1.4046298
8232,obliged,1.360626,0.8611681
8233,eyeing,0.42531195,1.8645878
8234,waits,0.7785691,2.2688363
8235,equals,0.9955094,1.229337
8236,chassis,-1.4836286,-1.2180157
8237,explode,-0.16470776,0.58799636
8238,replacements,0.3783511,-0.16732253
8239,flats,0.087288365,0.08414866
8240,ringing,-0.012275003,2.1797566
8241,televisions,-0.0007542763,-1.8436148
8242,horsepower,-1.4825617,-0.89210945
8243,frantic,-0.0051134313,1.6028088
8244,modestly,0.8156517,1.8413194
8245,earnest,-1.7788934,0.40087634
8246,proponents,0.095174946,0.8353313
8247,deduction,0.9522856,0.10085559
8248,handsome,0.14459667,0.47977597
8249,beers,-0.16090313,-0.0722853
