,token,v_1,v_2
2868,surge,-0.3984918,1.0634625
2869,focusing,-0.7156859,2.0084107
2870,doubles,-0.4937254,0.13602331
2871,donated,-0.30171877,2.6650534
2872,ideal,0.055932462,-0.35749066
2873,equivalent,-0.7180371,0.3111777
2874,reliable,-0.5911088,-0.5245161
2875,factory,0.06712347,0.21597631
2876,scenes,0.0003257664,-1.748983
2877,survive,-0.7871237,-0.82660645
2878,contacted,-0.30768433,1.6984631
2879,mph,0.3761419,-0.30320907
2880,residence,0.2755656,0.03765142
2881,trips,-0.21324842,1.2958717
2882,hotels,-0.061809734,0.7987145
2883,bat,-0.12828079,-1.4905101
2884,unclear,-1.0422124,1.2224253
2885,gang,-1.8279643,-2.1745484
2886,grounds,0.3982626,-0.006046851
2887,slipped,-0.014377665,1.078268
2888,carrier,-0.051677063,1.5616595
2889,bases,-1.7390804,0.2515959
2890,categories,-0.80743104,0.33631456
2891,liked,-1.650546,-0.967951
2892,accurate,0.21138416,-0.5112752
2893,advised,-0.5860995,2.4560597
2894,slowly,0.12777099,-0.37717825
2895,mom,0.3259254,3.1165938
2896,tons,0.121408224,0.69505894
2897,requests,0.30406982,1.7081659
2898,forcing,-0.6187695,0.77925855
2899,frequently,-0.64388704,-0.37920004
2900,overcome,-1.7230818,-0.49966803
2901,inquiry,-0.42269608,0.7861598
2902,situations,-0.79939485,-0.4571103
2903,apparent,-0.21932897,-0.8287672
2904,map,0.60918844,0.061953183
2905,universities,1.3276944,-0.028122459
2906,bear,0.037960097,-0.17844835
2907,stroke,0.040580668,-2.9234462
2908,medicine,0.00076706614,-0.56749606
2909,drives,-2.3352644,-0.009992415
2910,vendors,-0.18216488,1.9427298
2911,defending,-0.59090936,-0.09030814
2912,teach,0.12117963,0.30225226
2913,medium,0.48640853,0.38347578
2914,prime,-0.43181744,0.11287776
2915,basically,-1.6376069,-1.1380715
2916,exposed,-0.42364872,-0.98828095
2917,dialogue,0.053695217,1.6956235
2918,probe,-0.280005,0.8356925
2919,methods,0.25774068,0.12160891
2920,shall,-0.618704,1.3245071
2921,landed,-0.34687942,-0.88210636
2922,luxury,0.464147,0.006399612
2923,dates,0.11499016,0.12271047
2924,vulnerable,-0.8001059,-1.4135041
2925,preparation,0.27514118,0.22779271
2926,indicate,-0.39213443,2.0486164
2927,appearances,-0.88969046,0.12109106
2928,theft,-0.17737606,-3.0642653
2929,appreciate,-0.4618447,1.8009872
2930,complained,-0.8647026,2.0706751
2931,chemical,2.374168,-0.115897834
2932,relative,0.0021712054,0.5298108
2933,consequences,-0.2696468,0.065282755
2934,imposed,-1.2453687,0.26494366
2935,rolled,-0.33348498,-1.2407798
2936,alert,-0.34192097,2.5349736
2937,virtually,-1.2852745,-1.496666
2938,forecasts,1.3670655,0.6280122
2939,strikes,-1.3245069,-0.09252707
2940,athletic,-0.9364897,-0.22789046
2941,neck,0.08779942,-3.3374298
2942,sad,1.3808737,-0.8673779
2943,pct,0.7388382,1.7617275
2944,prominent,-2.489427,0.022998974
2945,allies,-1.5303406,1.3475212
2946,writes,-0.48748815,0.94557047
2947,alliance,-0.8626575,2.0259037
2948,method,0.449998,0.19627675
2949,meanwhile,0.04612193,-0.04443878
2950,crude,0.4451783,0.23842263
2951,suffer,-0.511009,-2.1594348
2952,files,1.7001687,1.6353205
2953,quit,-2.0418563,0.06709408
2954,deployed,-0.1970743,1.8977103
2955,shock,0.40918282,-0.9701985
2956,picking,-2.0419059,-0.65733427
2957,clock,0.27893788,-1.076092
2958,posts,0.085812956,-1.2700915
2959,regard,-0.7050826,0.690093
2960,convention,-0.018602528,0.041106366
2961,penalties,-1.1668593,-2.6450763
2962,backing,-0.6767239,1.3666254
2963,rapid,0.1360165,0.08303372
2964,novel,-0.03326759,-2.8548906
2965,widespread,-1.3746953,-0.02203044
2966,species,1.5295095,1.3395329
2967,audio,2.3833659,1.1161399
2968,explains,-0.6664257,1.9793713
2969,investing,-0.32176894,2.0488796
2970,welcomed,-0.24700308,1.59794
2971,detail,0.066848546,0.8107081
2972,moderate,-1.454883,0.2305543
2973,religion,-2.4198132,-0.3581707
2974,earthquake,-0.03440802,0.18807124
2975,wedding,-0.26348215,1.4039536
2976,grabbed,-2.1103554,-1.1318421
2977,restore,-0.5018014,0.17021534
2978,plot,-0.098454826,-0.6510304
2979,lifted,-1.2767675,-0.11829989
2980,coffee,0.29808253,1.9891142
2981,sun,0.9614018,-1.8009166
2982,honest,-1.9704549,-1.0324634
2983,passion,-0.18599482,-0.57850236
2984,periods,0.39938194,-0.14192422
2985,publication,0.06071477,0.793982
2986,swing,-0.77276134,-1.3221239
2987,toll,0.6875957,1.1976076
2988,master,-0.42718184,-1.4445609
2989,useful,-0.034911167,-0.04236574
2990,eliminate,-0.10860308,0.95691013
2991,answered,-1.7265579,0.14084582
2992,neighbor,-0.10667156,0.6914062
2993,dropping,-0.52760535,0.48364142
2994,weapon,-0.17673987,-3.0316224
2995,promising,-0.2701747,-0.05438254
2996,maintaining,-0.41290247,1.3932141
2997,arrival,-0.3116796,-0.091521256
2998,soft,0.109881565,-0.65528816
2999,format,1.9727046,1.6076672
3000,honors,-0.4869754,0.981004
3001,teen,0.03636331,-1.6573623
3002,smoking,-0.7531054,-0.98035234
3003,impressed,2.0825193,1.4514427
3004,consultant,-0.15507947,1.3732646
3005,tiny,0.002024259,-1.1967832
3006,temperatures,1.6087677,-0.4432029
3007,adviser,-0.35841212,1.744254
3008,windows,0.7778713,-0.44105667
3009,deadly,-0.055047903,-2.9250002
3010,label,-0.048401628,0.16240698
3011,noting,-0.61947334,2.0582347
3012,foul,-1.7497686,-0.9215069
3013,succeed,-2.4484968,-0.3899952
3014,nomination,-0.42436343,0.30097365
3015,upgrade,0.13854393,1.605167
3016,rely,-0.85729873,1.7311059
3017,string,-2.5843863,0.14784026
3018,trail,-0.12842181,-0.15509155
3019,aged,0.08903815,-2.4899342
3020,triple,-0.103495255,0.094900325
3021,personally,-0.6064554,-0.29232574
3022,implemented,0.097757176,1.6455692
3023,preferred,-0.8204375,1.6017529
3024,winds,0.33821386,-0.15721826
3025,lies,-0.76295453,-1.0159047
3026,exist,-0.33146223,0.234326
3027,proof,-0.015375912,0.058409333
3028,tank,-0.06960471,0.078129634
3029,zero,0.022180937,-0.015026505
3030,secondary,0.3940751,-0.15610923
3031,consistently,-1.6297686,-0.0052985144
3032,delighted,2.029199,1.8213526
3033,defender,-1.0229899,-2.002837
3034,suddenly,-1.1245697,-2.157535
3035,garden,0.5747457,-0.9394186
3036,e,1.7708932,0.90404165
3037,routine,0.12908557,-1.870235
3038,introduce,-0.47574145,1.5175062
3039,venue,-0.14663309,0.11682285
3040,teens,0.09962883,-1.5765123
3041,affordable,0.027269583,1.0953567
3042,meat,1.3195251,2.157506
3043,resigned,-0.9985698,1.2840195
3044,suppliers,-0.04260457,2.1351726
3045,concrete,0.7154078,-0.7451076
3046,repeat,-0.1673496,-1.3156607
3047,anyway,-1.7944613,-0.3406357
3048,solve,-1.388782,-0.25548232
3049,convinced,-0.088809706,1.8192847
3050,legs,0.08648831,-3.287719
3051,uncertainty,-1.1553482,-0.024171622
3052,cheap,-0.18739548,0.78893435
3053,programming,0.61865044,2.0902476
3054,neighboring,-0.45046422,1.5309929
3055,helicopter,0.117678,-0.4141111
3056,demonstrated,-0.35868928,1.6516459
3057,bright,0.08477463,-1.4536572
3058,comeback,-0.86548245,-0.57759994
3059,offset,-0.029155586,1.3204163
3060,forth,-0.10526791,-1.6879188
3061,harm,-0.9529023,0.32239568
3062,protecting,-0.38751838,0.5735967
3063,meter,0.59240127,-0.03503225
3064,glad,1.5256002,1.6606839
3065,duties,-0.5669643,0.03781469
3066,rated,-1.5230805,0.46613458
3067,upper,-2.1111047,0.05984892
3068,senator,-0.89957285,-2.183843
3069,pulling,-1.1318368,-1.5280117
3070,organizers,-0.07205495,0.8094781
3071,exit,-2.3486054,0.057076007
3072,shoes,0.484544,-1.8443191
3073,entitled,0.16181308,0.12777752
3074,viewed,-0.79872584,0.80437213
3075,clash,-0.19452986,-0.36511186
3076,courses,1.2315766,-0.23059528
3077,bike,0.18511301,0.12884231
3078,afraid,0.4486911,1.1672074
3079,billions,-1.3269956,0.87409526
3080,hardly,-0.4769419,-1.4191568
3081,download,2.0262253,1.98665
3082,petition,1.1996263,0.6926363
3083,bonus,-0.7929517,0.089180574
3084,lying,-0.41572094,-1.2851993
3085,elderly,-0.23113549,-1.9341404
3086,reflects,-0.2542935,1.4163603
3087,hate,-2.4995663,-0.047511466
3088,errors,-0.093512125,-3.3397295
3089,kinds,-1.0789757,0.0053157564
3090,belief,-1.1006764,0.037311524
3091,assigned,-0.07422684,0.53673005
3092,crazy,-2.0671234,-1.5137876
3093,arts,0.57595384,-2.1490157
3094,retain,-0.40943697,1.3137795
3095,longest,-0.7436221,0.058266845
3096,crashed,-1.6457188,-1.9447116
3097,guards,-2.2411616,-1.5719483
3098,assume,-1.0898168,0.26477003
3099,mouth,-0.024430454,-3.3694115
3100,sufficient,0.068181425,0.21930458
3101,barely,-0.15992793,-1.4766653
3102,sharply,0.5122743,0.23201987
3103,connect,-0.052477743,1.1268042
3104,offerings,-0.18853232,1.8630145
3105,funeral,0.1496013,-2.1154068
3106,express,-0.325151,2.373001
3107,kitchen,1.9393706,-0.40488422
3108,purchases,0.12998569,1.9938494
3109,averaged,-1.2752144,1.8768315
3110,gaming,-0.3211561,1.7710971
3111,disclosed,-0.1031919,2.0039287
3112,kills,-0.56351167,-2.9453259
3113,investigations,-0.25266808,0.74668324
3114,flexibility,0.15458778,1.1934817
3115,burning,-0.18142255,-2.8403692
3116,extreme,-1.9496998,-0.19915083
3117,updated,-0.008274406,1.9560131
3118,unprecedented,1.5223784,-0.61344916
3119,dealers,-0.20886056,1.2807269
3120,backup,0.41092744,0.7633419
3121,tired,-0.31563532,-2.0310626
3122,ups,-1.1796862,-0.19882639
3123,optimistic,1.3784331,1.3245317
3124,temperature,1.7023683,-0.38816148
3125,funny,-1.0597581,-2.6996384
3126,handful,-1.9378327,0.72240776
3127,targeting,-0.59329545,0.24509174
3128,broader,0.027107028,0.8821979
3129,rape,-0.048273526,-2.8418624
3130,intention,0.12125605,0.2106536
3131,super,-1.7932583,-1.2451077
3132,regardless,-1.0871403,1.4966716
3133,nights,-0.17806123,1.2754436
3134,abandoned,-0.87174934,-1.3712182
3135,birds,1.6907094,1.4793334
3136,airlines,0.03180919,1.0131199
3137,tips,-0.921865,0.40655297
3138,conviction,-0.2732274,-1.8761231
3139,taste,0.8114135,-0.20275593
3140,relating,-0.11616056,1.407077
3141,citizen,-0.5217803,0.28195137
3142,locked,-0.085401036,-2.4755554
3143,paint,0.8913204,-2.681079
3144,load,-0.066128045,-0.24780534
3145,essentially,-1.5324224,-1.1581374
3146,symptoms,-0.07971302,-1.9325355
3147,horses,-0.13412908,-0.18178585
3148,reviewed,-0.068955004,1.4750708
3149,guns,-0.0943554,-3.304809
3150,handled,-1.6516697,-0.76875216
3151,emissions,1.775445,0.11383284
3152,hurricane,0.7757533,0.8754839
3153,walls,0.5279807,-1.1110206
3154,consensus,-0.64815634,0.04056019
3155,reveal,-0.11496336,1.0191022
3156,everywhere,-2.1890075,-0.37668407
3157,occasion,-0.3892308,0.085496664
3158,carefully,2.17895,-0.7633546
3159,understood,-0.8806288,0.58230805
3160,inventory,1.1371528,1.2540718
3161,engage,0.028675076,0.638027
3162,lease,-0.16178437,2.1130877
3163,incredible,0.6989366,-1.7374471
3164,constant,-0.36531955,-0.69884104
3165,sons,0.65054697,3.194743
3166,compromise,-0.12397893,0.082495265
3167,shops,0.083267786,1.1780355
3168,worries,-0.68665487,1.9690397
3169,raises,-0.55842435,0.19276309
3170,opposite,-1.9846193,-1.2002892
3171,fitness,-0.16626465,-1.7307924
3172,database,1.7085737,1.642367
3173,diverse,-0.47954646,1.59736
3174,stops,-1.5575789,0.13228987
3175,battery,2.709965,0.895338
3176,parks,0.0108698215,0.10062203
3177,rush,-0.5924045,-0.5871809
3178,burden,-2.161385,-0.52190304
3179,luck,-1.869605,-0.8788422
3180,rebels,-0.11477648,0.027080996
3181,repeated,-0.18471438,-1.2907977
3182,involves,-0.55766404,2.2548609
3183,firing,-0.03634929,-1.569747
3184,troubled,-2.0371873,-0.6157519
3185,benchmark,0.69763213,1.3233806
3186,backs,-2.0832863,-0.13252625
3187,anymore,-2.011796,-0.102380656
3188,keen,-0.4074124,1.8119903
3189,contrast,-1.4256313,0.124748886
3190,invested,-0.38661247,2.1158497
3191,assembly,1.5226657,0.019040847
3192,intends,-0.4953404,2.0354989
3193,plastic,2.2122846,-0.57365817
3194,converted,-0.011028136,0.22648852
3195,depending,-0.9167944,1.721972
3196,ordinary,-0.013265233,-1.2503235
3197,credits,0.11786473,0.6870881
3198,flooding,0.31362092,0.10825808
3199,actors,0.52208006,-1.5698621
3200,productivity,0.2648617,1.2310135
3201,transferred,0.32619587,-0.054620218
3202,tip,-1.0519373,-0.45938745
3203,interactive,1.2762043,0.9110298
3204,casino,-0.60431623,1.7225269
3205,basket,0.27776915,-1.5852444
3206,chip,2.4642913,1.097138
3207,bet,-2.3625681,0.2596777
3208,writers,-0.15682796,-0.22235335
3209,execution,-0.10412838,-0.0025966335
3210,requirement,0.5511017,1.3455454
3211,automatically,1.9848101,1.6050982
3212,plea,-0.19932336,0.5138488
3213,machines,0.4399448,-1.4316888
3214,modest,0.15592855,0.30313504
3215,procedure,0.9213579,-1.275518
3216,calm,1.0174574,-1.2054499
3217,updates,-0.01352074,2.0141492
3218,swept,-0.61085296,-2.555868
3219,loose,-0.043576613,-2.4901762
3220,latter,-0.346161,-0.34252945
3221,nervous,-1.2736677,-0.055124953
3222,valued,1.0149863,-0.5037968
3223,pregnant,0.384733,0.090162866
3224,conclusion,0.14768888,0.6083457
3225,homeowners,0.9284453,1.1360321
3226,household,1.0799414,0.92137176
3227,prefer,-1.1196821,1.8171195
3228,enforcement,-0.48069972,0.9664326
3229,requiring,-0.22170813,1.9259053
3230,definition,0.12265154,0.32425162
3231,demonstrate,-0.3912555,1.7270142
3232,parade,-0.6672946,-0.028633762
3233,hero,-1.372522,-2.2913086
3234,rushing,-0.3767815,-0.80449635
3235,explore,-0.57395416,1.9600577
3236,decreased,0.57038015,1.6957613
3237,patrol,-0.06805721,-1.321288
3238,surprising,0.89691067,-1.3418648
3239,component,0.887714,0.3318103
3240,anger,-1.4507619,1.6247423
3241,incentives,-0.2068699,1.0866954
3242,carriers,-0.041292276,1.5724641
3243,commented,-0.51068115,2.1066813
3244,legacy,-0.091553725,-1.7701876
3245,fleet,0.29739296,0.060229912
3246,fat,-1.3328775,-1.5022014
3247,presents,-0.2089944,1.514138
3248,vacation,-0.45139122,1.3888825
3249,introduction,-0.3452904,1.2378881
3250,discount,-0.138747,1.5919842
3251,provisions,0.29549754,1.2383715
3252,praised,-0.60708666,2.560436
3253,lane,-0.08863463,-0.35925126
3254,sells,-0.27602613,2.1820302
3255,enhanced,0.1761177,1.9722751
3256,copies,1.976735,-0.1059077
3257,pride,-0.7468283,-1.407502
3258,odds,-2.142544,0.10180503
3259,employed,-0.79659474,1.2772009
3260,challenged,-0.22399674,0.32024953
3261,singing,2.4164932,-0.418877
3262,equally,1.8680588,-1.1766059
3263,collapsed,-1.4017789,-1.7672315
3264,thousand,-0.90534985,2.380656
3265,landing,-0.13714977,-0.6888581
3266,techniques,0.2612871,-0.032241862
3267,item,0.23726137,-0.034941323
3268,objective,-0.15583476,1.4191171
3269,robbery,-0.21693972,-3.1451278
3270,planes,0.2317878,-0.538086
3271,supplier,-0.015612254,2.1900685
3272,comparison,-1.3268951,-0.035017848
3273,gifts,0.06578593,-0.008491662
3274,engineers,0.8979507,-0.36511165
3275,burned,-0.6178739,-2.9912553
3276,feedback,0.058691964,1.0886613
3277,bags,1.7120963,-1.7679738
3278,revised,0.8660941,0.4201365
3279,versions,1.374775,1.2553865
3280,extraordinary,1.4288762,-0.839753
3281,sight,0.103720024,-2.280704
3282,attacking,-0.69276017,-2.2703643
3283,describe,-0.7210681,0.8944406
3284,retailer,0.2351084,1.8723512
3285,reflected,-0.015573371,0.696418
3286,conspiracy,-1.4835094,0.6100939
3287,calendar,-0.18743533,0.05719562
3288,creates,-0.5379711,1.7120804
3289,minds,-1.7849498,-2.3215191
3290,midnight,0.873386,0.24236543
3291,functions,0.21816108,0.2453556
3292,virtual,-0.11845074,1.4950792
3293,delivers,-0.6064956,2.133043
3294,resignation,-0.9494049,1.2830468
3295,badly,-0.19244343,-1.7429056
3296,indication,-0.18213505,1.6426833
3297,commit,-0.77509516,0.6088754
3298,pitches,-0.08161358,-0.80666155
3299,gallon,1.9771439,0.16831994
3300,ultimate,-1.5731744,-0.29060134
3301,beauty,0.21580908,-1.6084236
3302,spoken,-0.44358185,2.2237053
3303,invasion,-0.5524537,-1.6999304
3304,fires,0.08382136,-1.277858
3305,concerning,-0.17171785,1.454836
3306,waters,0.34144372,0.3660146
3307,authors,0.13137838,0.14606138
3308,tea,0.20722845,1.672187
3309,advisory,-0.41003338,2.2901757
3310,buried,-0.07726985,-2.664814
3311,rent,-0.06570294,1.7749318
3312,excess,0.07546211,0.9635923
3313,girlfriend,-0.02751953,2.8937912
3314,striker,-1.0918379,-2.0026314
3315,colleges,1.3626964,-0.023810932
3316,priced,0.47723094,1.5975983
3317,fastest,-0.5333497,0.08147381
3318,robust,0.06198656,0.36322334
3319,tracking,-0.045605633,0.050521225
3320,lie,-0.68228364,-1.1117564
3321,dating,0.0952097,-1.7772529
3322,bowl,-1.1903974,-1.1816223
3323,highlight,-0.7147059,2.1752825
3324,guaranteed,-0.36351904,1.8399148
3325,chapter,0.079382524,0.054408744
3326,tape,0.9724108,0.03292516
3327,server,2.167581,2.119774
3328,deployment,-0.061409794,1.8237798
3329,enormous,0.89536774,-0.46793708
3330,homeless,-0.074740544,-0.54262835
3331,illness,-0.09823384,-1.8425387
3332,hall,-0.12074299,-1.0967826
3333,exhibit,0.19581842,-1.579408
3334,soil,0.58338827,-0.2142312
3335,noise,2.101882,-0.63424766
3336,outs,-0.14141098,-0.25316176
3337,deserve,-2.0559027,0.0027565071
3338,rolling,-0.26055944,-1.2003056
3339,rarely,-0.79619527,-0.49512434
3340,peaceful,-0.38450122,-0.066988215
3341,containing,0.21581326,0.18137531
3342,elite,-1.3062779,-0.1410916
3343,cabinet,0.6018257,-0.02670715
3344,sponsors,-1.9369259,1.3856689
3345,hike,-0.08488656,0.9650813
3346,arena,-0.53185165,-0.23093219
3347,solo,0.22192872,-0.18960153
3348,platforms,0.8797833,1.8279935
3349,liability,0.108674765,0.19336167
3350,outdoor,0.018278044,0.0059210653
3351,somewhere,-2.1271076,-0.06349435
3352,displayed,0.09537369,-1.0571254
3353,divided,-0.70690644,0.2542016
3354,context,-0.29404336,-0.29319397
3355,clinic,0.2831028,-1.4035392
3356,lifestyle,-0.37754035,-0.4043143
3357,flew,-0.21563889,-1.0229275
3358,de,1.2399274,3.3969147
3359,screening,0.0123452265,-0.13176613
3360,dramatically,1.4163986,-0.0039899093
3361,classroom,1.7979729,0.0064914697
3362,contractors,0.27146462,1.3165513
3363,fundamental,0.12055589,-0.21947542
3364,partly,-0.22487278,-0.21214616
3365,ensuring,-0.19734183,2.365391
3366,tackles,-1.0072346,-0.8025839
3367,slide,-0.6045747,0.031148091
3368,suggesting,-0.53876394,1.7979568
3369,ill,-0.5016663,-1.0386007
3370,imports,-0.031654127,2.0940278
3371,highlights,-0.7553977,2.197377
3372,assured,-0.13834856,2.3752322
3373,bunch,-2.109675,-0.08454384
3374,constantly,-0.73345006,-0.4692805
3375,holidays,0.1713979,0.5681814
3376,touched,-0.054260973,-2.768297
3377,attempting,-0.77054167,1.275664
3378,fate,-0.341206,-2.2165873
3379,listening,-0.03349787,1.2515659
3380,decent,-0.40964225,-1.5808828
3381,risen,0.33695173,1.4199969
3382,hanging,-0.09527012,-2.6440601
3383,certified,0.8966687,1.3003488
3384,nominated,-0.7079096,0.8336425
3385,lists,-0.04732462,1.116039
3386,averaging,-1.2739284,1.8676882
3387,lessons,0.084199905,-1.5873699
3388,closure,-0.03151655,0.44236404
3389,lifetime,-0.77934414,-1.172048
3390,wider,0.018519783,0.6811935
3391,shocked,2.3519444,1.5176941
3392,destination,-0.4696208,1.9603416
3393,tens,-1.5092475,0.42963472
3394,recommendation,0.093948394,0.7282093
3395,buses,0.08612296,0.51316166
3396,phones,2.4113407,1.4564518
3397,acre,-0.005876983,1.7588896
3398,observed,-0.064245656,0.63418853
3399,trials,0.13513634,-0.99272233
3400,subsequent,0.5820362,-0.16365078
3401,scenario,-0.61797494,-0.05262377
3402,shipping,-0.13930163,1.1694034
3403,liberal,-1.767221,-0.5260457
3404,lab,0.7584584,-2.0217502
3405,pet,1.2433091,2.3390288
3406,milk,0.76565975,0.8843611
3407,rumors,-0.5555216,1.9709084
3408,municipal,0.46449256,1.2202079
3409,starters,-1.1338887,-0.65424484
3410,popularity,-2.1718464,-0.024451397
3411,thirds,0.13188651,0.45058647
3412,menu,1.1401837,2.1135507
3413,asks,-1.1955673,1.8069637
3414,tragedy,-0.2140625,-2.0234256
3415,packages,0.89480746,0.21989907
3416,licenses,-0.042727083,1.4283335
3417,memories,-0.013298532,-2.5500727
3418,colors,2.3066313,-1.1307093
3419,consulting,0.0032955157,1.456803
3420,designs,1.3992084,-0.3442744
3421,verdict,-0.24568993,0.0840481
3422,ankle,-0.07520798,-3.4695382
3423,remarkable,0.9680921,-1.607022
3424,accompanied,-0.14819346,0.27331603
3425,briefly,-0.40576738,-1.6219422
3426,letting,-1.3720744,0.33982262
3427,receiver,-0.791944,0.18698595
3428,wore,-0.095675066,-0.8709073
3429,dynamic,0.1980229,0.011267006
3430,attached,0.32033962,-1.5185652
3431,tone,1.0882417,-2.3137586
3432,reverse,-0.3025517,-0.910145
3433,survival,-0.56035215,-0.79258204
3434,establishment,1.035364,-0.015343299
3435,meal,0.09555639,2.02984
3436,reception,0.07029014,-0.2234659
3437,promoted,-1.0021784,1.094126
3438,memorial,0.075963266,-1.4029548
3439,warrant,0.16880204,-0.24052645
3440,complicated,-0.024078107,-2.0526745
3441,rough,-0.32601565,-1.1014829
3442,earth,0.21743773,-2.8736105
3443,merely,-0.9755493,-0.9545556
3444,eliminated,-0.13142377,0.44677037
3445,smile,-0.08101923,-2.2056856
3446,checked,0.09855547,-1.3002691
3447,adjusted,0.39521524,0.18861857
3448,sweep,-0.5224372,-2.5892816
3449,leverage,-0.09618172,2.110463
3450,external,0.2566006,0.39663118
3451,mountain,0.044740926,0.7864709
3452,associate,-0.3625912,0.8919571
3453,preserve,-0.29612815,0.942102
3454,attracted,-0.7520927,1.9979362
3455,sorry,-0.053392973,2.0534177
3456,recovering,-1.9529191,-0.78469497
3457,subjects,-0.016853917,0.86332387
3458,diagnosed,0.028103117,-2.4365792
3459,enabling,-0.08671345,2.2617862
3460,legitimate,-1.7079034,0.0090991715
3461,terrible,-0.6441393,-2.348907
3462,studying,-0.32611156,1.3644997
3463,shed,-2.6699624,-0.71325034
3464,achievement,-0.24525478,0.15011978
3465,launching,-0.47434837,1.3119379
3466,dress,1.2527585,-1.5130886
3467,reward,-1.6406088,-0.16181034
3468,circuit,1.3472673,0.16069435
3469,boxes,0.78079987,-1.0665286
3470,vast,-0.3001847,-0.66358435
3471,adopt,-0.35672545,1.6344143
3472,affair,-0.2904946,-1.0648837
3473,formerly,-0.674411,0.13170661
3474,enjoying,-0.7907909,1.1886942
3475,predict,-0.39830464,2.0356836
3476,respective,-0.27328485,1.0854906
3477,recommend,-0.56156063,2.1166792
3478,permits,0.2508693,1.4176381
3479,pattern,0.07599695,-0.480618
3480,admits,-0.8263718,2.2190201
3481,renewed,-0.27298668,0.2407038
3482,satisfied,1.0054319,1.348128
3483,principles,-0.40332553,-0.013042531
3484,crossed,0.04558824,-3.0642638
3485,travelers,-0.2593314,1.0986347
3486,landscape,0.5640421,-0.6369479
3487,aboard,0.23547566,-0.14605094
3488,narrow,0.07252454,0.044120222
3489,practical,1.1589297,-0.3889207
3490,installation,1.9034317,1.0855592
3491,samples,1.5703955,-0.18982098
3492,exception,-0.4943054,-0.49136287
3493,halt,-1.1370326,0.66222334
3494,loaded,0.17750254,-0.8978306
3495,cup,0.3626192,0.053598583
3496,websites,1.1907941,2.144258
3497,urging,-0.7896743,2.4958434
3498,unlike,-0.8971665,-0.45441
3499,purchasing,0.0186388,1.897141
3500,sudden,-1.366905,-2.256278
3501,lined,-0.52084064,-1.0205027
3502,tonnes,0.7214941,1.0627723
3503,wood,2.0461764,-0.63497627
3504,eager,-0.2702425,1.6194438
3505,climb,-0.5992692,0.6785979
3506,careful,-0.51345205,1.3378123
3507,mode,0.78073704,1.914549
3508,enemy,-2.0045784,-1.5719252
3509,wanting,-0.6921538,1.6149372
3510,engineer,0.8679255,-0.4340742
3511,desperate,-2.014067,-1.1616143
3512,powered,0.2013041,0.10881402
3513,dealt,-1.8905164,-1.6220981
3514,oldest,-1.2994717,-0.10211279
3515,admission,0.679727,0.15927252
3516,connections,0.22249158,-0.69454104
3517,therapy,0.3180296,-0.7218099
3518,topics,-0.3582385,0.5174344
3519,comfort,0.23525923,-0.5460641
3520,hang,-0.119785435,-2.6277146
3521,addressing,-1.1999514,0.32512826
3522,celebrity,-1.0235308,-1.8965052
3523,theory,-0.018418947,-1.811992
3524,donation,-0.32482827,2.680056
3525,listing,-0.27339417,1.575125
3526,depends,-1.0196092,1.6590737
3527,audit,0.92250973,0.518506
3528,employer,0.9921533,0.6818584
3529,corporations,-0.412222,1.6286637
3530,ships,0.8547928,0.15724923
3531,boom,-0.92860055,-0.27873588
3532,raid,-0.24411725,-1.0456396
3533,innocent,-1.7525418,-2.0221121
3534,fence,-0.004947098,-0.37128484
3535,gather,-0.46102118,0.37804753
3536,bars,-0.7705489,0.09851577
3537,stole,-0.52159667,-2.7844555
3538,sentiment,-0.67998934,-0.32020617
3539,cheaper,0.6852604,0.8824461
3540,journalist,0.4280982,0.04960859
3541,rental,-0.074347295,1.8113835
3542,deeply,0.22506271,-1.5883014
3543,flu,0.42424572,-0.029865118
3544,topped,-0.51440173,0.94042015
3545,van,0.2650273,-0.17950258
3546,advocates,-0.47004396,0.9916446
3547,speaks,-0.4085948,2.2061224
3548,yellow,1.6628834,-1.2958094
3549,accuracy,1.2180697,0.2045129
3550,determination,0.9980848,-0.20742843
3551,takeover,-0.5526692,2.0438347
3552,loves,-2.1903791,0.09656399
3553,intend,-0.47226664,1.9082855
3554,grand,-1.0500369,-1.0352926
3555,conducting,-0.102111705,1.4632113
3556,deposit,-0.06125518,1.2761147
3557,routes,-0.022185706,0.28896037
3558,graduated,-0.0963501,0.15980054
3559,underlying,0.3925998,0.41594976
3560,neighborhoods,-0.09284399,0.30242628
3561,spotted,-0.66459996,-1.1361364
3562,speaker,0.07371088,1.6027017
3563,matched,-0.076843604,0.09319277
3564,households,1.0020874,1.1238081
3565,hunting,0.44072458,1.0788586
3566,prevention,-0.20450905,0.05301704
3567,highlighted,-0.69912916,2.149951
3568,announcing,-0.36170906,1.6336447
3569,insists,-0.72100526,2.2578368
3570,reviews,0.09413088,0.5477108
3571,daughters,0.61799175,3.166874
3572,capability,1.4475904,1.239554
3573,vice,-0.43340102,1.4277799
3574,weakness,0.05110278,0.5016006
3575,flexible,0.15157245,1.2059658
3576,spokesperson,-1.7140663,-0.45463932
3577,electronics,1.8177521,0.18406175
3578,deny,-0.72853714,2.1259718
3579,structures,0.2619942,-0.22390339
3580,adequate,0.044904202,0.19037555
3581,admit,-1.4777826,0.9497361
3582,retire,-1.6004759,-0.088855214
3583,forever,-1.8335813,-1.5354022
3584,humans,-0.8585531,-1.5007781
